	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Plekha3	5.81014503	-0.558831543	0.627507796	-0.890557133	0.373166805	NA
Plekha4	0	NA	NA	NA	NA	NA
Plekha5	0.559325385	-0.613489614	0.544174117	-1.127377424	0.25958294	NA
Plekha6	0	NA	NA	NA	NA	NA
Plekha7	0.125780329	0.144425925	0.296608341	0.486924691	0.626311701	NA
Plekha8	2.301581985	0.602398511	0.684721413	0.879771684	0.378983007	NA
Plekhb1	0	NA	NA	NA	NA	NA
Plekhb2	51.67873861	-0.547011782	0.345500582	-1.583244169	0.113365823	NA
Plekhf1	1.795493328	-0.017484087	0.659172721	-0.026524288	0.978839161	NA
Plekhf2	18.27740856	0.259191073	0.421680603	0.614662071	0.538777913	NA
Plekhg1	0.122581695	-0.134870144	0.29266253	-0.460838441	0.64491452	NA
Plekhg2	47.63888511	-0.432956418	0.302900442	-1.429368722	0.152898283	NA
Plekhg3	3.088968713	0.587702922	0.69711	0.843056221	0.399197001	NA
Plekhg4	0.477991027	0.026320975	0.499347444	0.052710743	0.95796238	NA
Plekhg5	0	NA	NA	NA	NA	NA
Plekhg6	0	NA	NA	NA	NA	NA
Plekhh1	0	NA	NA	NA	NA	NA
Plekhh2	0	NA	NA	NA	NA	NA
Plekhh3	0	NA	NA	NA	NA	NA
Plekhj1	46.47243442	-0.21396586	0.386731588	-0.553267089	0.580080534	NA
Plekhm2	0.948280936	0.929509701	0.608791508	1.526811213	0.126807963	NA
Plekhm3	12.67492738	-0.475559261	0.504508404	-0.942619107	0.345875763	NA
Plekhn1	1.419769834	-0.266352198	0.648009918	-0.411031051	0.681049766	NA
Plekho2	47.39844516	-0.568826848	0.327113924	-1.738925819	0.082047812	NA
Plg	0	NA	NA	NA	NA	NA
Plin1	0	NA	NA	NA	NA	NA
Plin2	5.426378223	0.501695824	0.675908652	0.742253887	0.457933525	NA
Plin3	18.82377422	-0.127201617	0.478287908	-0.265951983	0.79027619	NA
Plin4	0	NA	NA	NA	NA	NA
Plin5	0	NA	NA	NA	NA	NA
Plk1s1	4.199962733	0.022348639	0.676584613	0.03303155	0.973649428	NA
Plk2	0.379562773	0.177291255	0.468605721	0.378337795	0.705179672	NA
Plk3	11.41863991	1.077960208	0.584218129	1.8451331	0.065018179	NA
Plk4	9.641119909	-0.271071139	0.528302852	-0.513098004	0.607882768	NA
Plk5	0	NA	NA	NA	NA	NA
Pllp	0	NA	NA	NA	NA	NA
Pln	0	NA	NA	NA	NA	NA
Plod1	1.245238144	0.731219895	0.616729395	1.185641386	0.235763951	NA
Plod2	0	NA	NA	NA	NA	NA
Plod3	5.253706072	-0.465009129	0.689211575	-0.674697214	0.499868155	NA
Plp1	0.24516339	-0.254859931	0.387805375	-0.657185143	0.511061877	NA
Plrg1	41.54056102	0.246221845	0.370515645	0.664538322	0.50634583	NA
Pls1	0.848962389	-0.255375412	0.571504544	-0.446847561	0.654985128	NA
Pls3	0	NA	NA	NA	NA	NA
Plscr1	0.555566336	0.650319661	0.547281407	1.188272894	0.234725913	NA
Plscr2	0	NA	NA	NA	NA	NA
Plscr3	7.559314252	0.395425988	0.548487495	0.72093893	0.47094709	NA
Plscr4	0	NA	NA	NA	NA	NA
Pltp	2.355239558	1.094719147	0.697557268	1.569360965	0.116563854	NA
Plunc	0	NA	NA	NA	NA	NA
Plvap	0	NA	NA	NA	NA	NA
Plxdc1	0	NA	NA	NA	NA	NA
Plxdc2	0	NA	NA	NA	NA	NA
Plxna1	1.607797898	0.508328992	0.674339923	0.753817141	0.45095903	NA
Plxna2	0	NA	NA	NA	NA	NA
Plxna3	2.447528167	0.546778349	0.697554896	0.783849919	0.433128179	NA
Plxna4	0	NA	NA	NA	NA	NA
Plxnb1	0	NA	NA	NA	NA	NA
Plxnb3	0	NA	NA	NA	NA	NA
Plxnc1	13.09053457	-0.372111455	0.536867075	-0.693116549	0.488236413	NA
Plxnd1	0	NA	NA	NA	NA	NA
Pm20d1	0.490326781	-0.456819571	0.488932815	-0.934319721	0.350138995	NA
Pm20d2	0	NA	NA	NA	NA	NA
Pmaip1	0.381331044	0.471514137	0.488926244	0.964387049	0.334851913	NA
Pmch	0	NA	NA	NA	NA	NA
Pmepa1	8.502767248	-0.072556584	0.55056759	-0.131785062	0.895154303	NA
Pmfbp1	0	NA	NA	NA	NA	NA
Pml	29.3523375	0.977403873	0.414121254	2.360187659	0.018265693	NA
Pmm2	31.68241087	-0.048358696	0.36247578	-0.133412214	0.893867387	NA
Pmp2	0	NA	NA	NA	NA	NA
Pmp22	0.101335226	0.118282433	0.270538737	0.437210708	0.661958545	NA
Pmpcb	20.98486958	-0.292247106	0.419965647	-0.695883362	0.486501878	NA
Pms1	0.633893871	-0.090368452	0.592756178	-0.152454677	0.878828335	NA
Pms2	17.48107098	0.083109079	0.474871712	0.17501375	0.86106883	NA
Pnck	0	NA	NA	NA	NA	NA
Pnkd	28.83954721	0.264329876	0.331535426	0.797289989	0.425282633	NA
Pnldc1	1.342535344	-0.349639175	0.648166686	-0.539427871	0.589591654	NA
Pnlip	0	NA	NA	NA	NA	NA
Pnliprp1	0	NA	NA	NA	NA	NA
Pnliprp2	0	NA	NA	NA	NA	NA
Pnma1	1.225816951	-0.882948445	0.603137979	-1.463924467	0.143214588	NA
Pnma2	0	NA	NA	NA	NA	NA
Pnma3	0	NA	NA	NA	NA	NA
Pnma5	0	NA	NA	NA	NA	NA
Pnmal1	0	NA	NA	NA	NA	NA
Pnmal2	0	NA	NA	NA	NA	NA
Pnmt	0	NA	NA	NA	NA	NA
Pnn	33.8093615	0.433088029	0.355177757	1.219355717	0.22270921	NA
Pno1	30.52897101	0.254441232	0.427382056	0.595348419	0.551610597	NA
Pnoc	0	NA	NA	NA	NA	NA
Pnp2	12.17028478	0.522606448	0.570989261	0.915264934	0.360052563	NA
Pnpla1	0.464843222	-0.528723927	0.517479486	-1.021729251	0.306909063	NA
Pnpla2	53.78857186	-0.396392085	0.292151922	-1.356801222	0.174844379	NA
Pnpla3	0.113215184	-0.125484564	0.283072699	-0.443294478	0.65755275	NA
Pnpla5	0	NA	NA	NA	NA	NA
Pnpla6	16.79702029	-0.279039258	0.526651096	-0.52983704	0.596224921	NA
Pnpla7	16.2686653	-0.905201994	0.497234652	-1.820472467	0.068687086	NA
Pnpla8	13.28358015	0.191777724	0.492241735	0.389600699	0.696831835	NA
Pnpo	11.34375028	-0.536990399	0.527965779	-1.017093192	0.309109099	NA
Pnpt1	1.712085042	-0.454928387	0.690659335	-0.658687089	0.510096725	NA
Pnrc1	43.91569823	-0.254748505	0.340883891	-0.747317525	0.454871916	NA
Pnrc2	34.61158488	-0.133658666	0.336330992	-0.397402169	0.691070916	NA
Podn	0	NA	NA	NA	NA	NA
Podnl1	0.125780329	0.144425925	0.296608341	0.486924691	0.626311701	NA
Podxl	0	NA	NA	NA	NA	NA
Podxl2	0	NA	NA	NA	NA	NA
Pof1b	0	NA	NA	NA	NA	NA
Pofut1	21.67844145	-0.891614347	0.491321232	-1.8147279	0.069565735	NA
Pofut2	6.551497647	0.018211059	0.664136256	0.027420667	0.978124214	NA
Pogk	5.061722554	-0.287537213	0.666444329	-0.43144971	0.666141412	NA
Pogz	12.09460962	-0.26619322	0.508693891	-0.523287629	0.600774108	NA
Pola1	13.43790933	-0.168385007	0.470193827	-0.358118285	0.720254796	NA
Polb	27.88551463	0.542954627	0.367290404	1.478270658	0.139335348	NA
Pold2	38.5272102	-0.021792266	0.345986992	-0.062985796	0.949777815	NA
Pold3	40.18171445	-0.319435136	0.32559378	-0.981084883	0.326550884	NA
Poldip2	27.84097259	0.214288516	0.434903624	0.492726443	0.622205891	NA
Pole2	8.533945985	0.20179437	0.542120099	0.372231856	0.70972023	NA
Pole3	21.48699452	0.165513977	0.428258983	0.386481038	0.699140443	NA
Polg	31.74893151	-0.113312461	0.333211857	-0.340061311	0.733810356	NA
Polg2	13.70863009	0.412855201	0.502682361	0.821304332	0.411472941	NA
Polh	7.532802079	0.698008582	0.582510433	1.198276534	0.230809379	NA
Poli	18.56036453	-0.612360546	0.455825409	-1.343410293	0.179139156	NA
Polk	2.493631702	0.578197171	0.698866126	0.827336094	0.408046591	NA
Poll	8.745203887	0.326192286	0.607226387	0.537183978	0.591140537	NA
Polm	27.81673136	-0.096273406	0.431902247	-0.222905546	0.82360902	NA
Poln	0.139997909	0.159077634	0.309937777	0.513256679	0.607771783	NA
Polq	11.02217405	1.024389534	0.520703785	1.96731724	0.049146649	NA
Polr1a	21.26482712	-0.134282972	0.439070838	-0.305834413	0.759730726	NA
Polr1b	16.5659361	0.311487582	0.424774585	0.733300892	0.463374931	NA
Polr1e	49.28260768	-0.811271194	0.36447827	-2.225842416	0.026024739	NA
Polr2b	41.59077862	-0.048405711	0.354615594	-0.136501925	0.891424503	NA
Polr2d	32.44472768	-0.406647895	0.395868862	-1.027228797	0.304312741	NA
Polr2f	22.23825203	0.26469309	0.390924458	0.677095241	0.498345528	NA
Polr2h	19.67955807	-0.077423707	0.439770925	-0.176054628	0.860251025	NA
Polr2i	6.760642236	1.322778108	0.644454562	2.052554496	0.040115805	NA
Polr2j	39.6882643	0.117750541	0.354325628	0.33232296	0.739645405	NA
Polr2k	1.276207306	0.408969849	0.644482531	0.634570883	0.525708323	NA
Polr2l	10.34862732	0.249036875	0.52616023	0.473309954	0.635992061	NA
Polr3a	16.96667384	0.66497629	0.468987282	1.417898342	0.156220446	NA
Polr3b	27.66456864	-0.071864913	0.367649546	-0.195471241	0.84502405	NA
Polr3c	34.68119287	-0.192802991	0.378208088	-0.509780191	0.610205465	NA
Polr3d	15.76998257	0.207606787	0.473423542	0.438522313	0.661007699	NA
Polr3e	14.11141981	-0.007984859	0.494907021	-0.01613406	0.987127441	NA
Polr3f	2.561869027	-0.206548761	0.697320096	-0.296203655	0.767074558	NA
Polr3g	7.485225154	-0.156508003	0.598467658	-0.261514554	0.793695727	NA
Polr3gl	7.499481655	-0.24413925	0.584967693	-0.417355101	0.676418691	NA
Polr3k	4.372848393	-0.955828357	0.663665941	-1.440225116	0.14980372	NA
Polrmt	43.40189826	-0.604841103	0.413362272	-1.463222807	0.143406422	NA
Pom121	5.889870255	-0.545912799	0.638292238	-0.855270935	0.392401174	NA
Pom121l12	0	NA	NA	NA	NA	NA
Pom121l2	0	NA	NA	NA	NA	NA
Pomc	0.101335226	0.118282433	0.270538737	0.437210708	0.661958545	NA
Pomgnt1	8.060522447	0.743313028	0.567902695	1.308873923	0.190577061	NA
Pomt1	3.004368287	1.040186887	0.69901897	1.48806675	0.136733291	NA
Pomt2	5.118393055	1.239380751	0.677649532	1.828940613	0.067408505	NA
Pon1	0	NA	NA	NA	NA	NA
Pon2	24.95409886	0.831551303	0.374635443	2.219627955	0.026444033	NA
Pon3	6.53454601	0.070169191	0.656595443	0.106868227	0.91489352	NA
Pop1	5.944903649	0.301382582	0.625247011	0.482021628	0.629790582	NA
Pop4	37.87257279	0.940346022	0.304357092	3.089614293	0.002004166	NA
Pop5	54.05865672	0.073164249	0.272347146	0.268643348	0.788204151	NA
Pop7	42.23179717	-0.034687306	0.318515093	-0.108903179	0.913279285	NA
Popdc2	0.765581002	0.537012378	0.597100823	0.899366335	0.368457565	NA
Popdc3	0	NA	NA	NA	NA	NA
Por	22.52578981	-0.268103023	0.433885818	-0.617911468	0.536633699	NA
Porcn	0	NA	NA	NA	NA	NA
Postn	0	NA	NA	NA	NA	NA
Pot1a	8.93448729	-0.007324363	0.541583272	-0.013523984	0.989209751	NA
Pot1b	0.513825623	-0.159669537	0.508877072	-0.313768384	0.753696958	NA
Poteg	0	NA	NA	NA	NA	NA
Pou1f1	0	NA	NA	NA	NA	NA
Pou2f1	44.72801037	-0.100890397	0.422086071	-0.239028018	0.811083857	NA
Pou2f3	0	NA	NA	NA	NA	NA
Pou3f1	0.279995818	0.298928362	0.408095699	0.732495743	0.46386604	NA
Pou3f2	0	NA	NA	NA	NA	NA
Pou3f3	0	NA	NA	NA	NA	NA
Pou3f4	0	NA	NA	NA	NA	NA
Pou4f1	0.226430369	-0.238405437	0.376894149	-0.632552769	0.527025739	NA
Pou4f2	0	NA	NA	NA	NA	NA
Pou4f3	0	NA	NA	NA	NA	NA
Pou5f1	0	NA	NA	NA	NA	NA
Pou5f2	1.513031425	-1.031034417	0.674421107	-1.528769498	0.126321596	NA
Pou6f1	4.327447271	0.775969971	0.678490232	1.143671545	0.252759879	NA
Pou6f2	0	NA	NA	NA	NA	NA
Pp11r	45.22973842	-0.401433337	0.383250026	-1.047445035	0.29489437	NA
Ppa1	28.82788406	0.126946522	0.345228306	0.367717592	0.713083821	NA
Ppa2	6.294963708	0.125803572	0.63021139	0.199621228	0.841776824	NA
Ppap2a	39.6689453	0.389429481	0.342317584	1.137626283	0.255276567	NA
Ppap2b	0	NA	NA	NA	NA	NA
Ppap2c	6.940872327	0.37302572	0.66344561	0.562255164	0.573942182	NA
Ppapdc1a	0	NA	NA	NA	NA	NA
Ppapdc1b	4.898482823	0.338131036	0.641590164	0.527020293	0.598179496	NA
Ppapdc2	2.240212133	0.554288641	0.696267081	0.796086237	0.425981913	NA
Ppapdc3	0	NA	NA	NA	NA	NA
Ppara	0	NA	NA	NA	NA	NA
Ppard	0.538779464	-0.59787497	0.539536878	-1.108126238	0.267807301	NA
Pparg	0	NA	NA	NA	NA	NA
Ppargc1a	0.125780329	0.144425925	0.296608341	0.486924691	0.626311701	NA
Ppargc1b	3.779448121	0.683475359	0.689537258	0.991208743	0.321583662	NA
Ppat	13.40614274	0.710033839	0.474442128	1.496565751	0.134506287	NA
Ppbp	0	NA	NA	NA	NA	NA
Ppcdc	26.84238245	-0.147464767	0.383067165	-0.384957994	0.700268538	NA
Ppcs	33.93238508	-0.266085819	0.354584911	-0.750414953	0.453004828	NA
Ppef1	0	NA	NA	NA	NA	NA
Ppef2	0.219679832	-0.232224678	0.372651589	-0.623168357	0.533173893	NA
Ppfia1	14.11508741	-0.421703114	0.5206968	-0.809882284	0.418007835	NA
Ppfia2	0	NA	NA	NA	NA	NA
Ppfia3	0.19913391	-0.213312615	0.35915534	-0.593928562	0.552559895	NA
Ppfia4	0.361400574	0.145682359	0.461786781	0.315475378	0.752400743	NA
Ppfibp1	3.391613319	0.46753521	0.698111953	0.669713802	0.503040252	NA
Ppfibp2	1.811975809	0.66349147	0.682029539	0.972819259	0.330643139	NA
Pphln1	26.51806725	-0.046799056	0.379599328	-0.123285401	0.901881101	NA
Ppib	51.35034341	0.036567426	0.302029343	0.121072428	0.903633668	NA
Ppic	0	NA	NA	NA	NA	NA
Ppid	22.58943968	-0.111709865	0.434599429	-0.257040985	0.797147134	NA
Ppie	25.97935892	-0.442461093	0.404973808	-1.092567185	0.274583877	NA
Ppif	15.21363062	0.112822533	0.469080829	0.24051832	0.809928463	NA
Ppifos	0	NA	NA	NA	NA	NA
Ppig	18.12079569	1.304245918	0.437074369	2.984036609	0.002844727	NA
Ppih	18.34980741	-0.051054049	0.515938611	-0.098953729	0.921175009	NA
Ppil3	13.68733822	-0.025683171	0.541832539	-0.047400569	0.962193976	NA
Ppil4	29.2328683	0.111247632	0.355285217	0.313122041	0.754187944	NA
Ppil5	20.23830592	-0.436902816	0.454165631	-0.961990044	0.336054605	NA
Ppil6	0.506426187	0.046408571	0.506759797	0.09157903	0.927032513	NA
Ppl	2.289332759	-0.703705588	0.697188463	-1.009347723	0.3128079	NA
Ppm1a	27.78431817	-0.269968386	0.431090252	-0.626245629	0.531153843	NA
Ppm1b	25.9977116	-0.559172467	0.454888943	-1.229250513	0.218977895	NA
Ppm1d	28.21753264	-0.027671149	0.38877132	-0.071175901	0.943257761	NA
Ppm1e	0.835057126	-0.800227076	0.589861011	-1.356636667	0.174896685	NA
Ppm1f	18.1464298	-0.08439779	0.449978931	-0.187559426	0.851222035	NA
Ppm1h	0.226430369	-0.238405437	0.376894149	-0.632552769	0.527025739	NA
Ppm1j	0	NA	NA	NA	NA	NA
Ppm1k	2.150778826	-0.327511729	0.69416974	-0.471803523	0.637067036	NA
Ppm1l	0.447927095	0.226541464	0.490648192	0.461718739	0.644283031	NA
Ppm1m	54.76797242	-0.286559251	0.283975026	-1.009100185	0.312926589	NA
Ppme1	23.67602242	0.048960594	0.409894648	0.119446775	0.904921406	NA
Ppnr	0	NA	NA	NA	NA	NA
Ppox	15.53964773	0.279539299	0.467255553	0.598257841	0.549667902	NA
Ppp1cb	53.74008545	0.474235299	0.350228903	1.354072422	0.175713273	NA
Ppp1r10	22.87998321	-0.164892424	0.405464773	-0.406675092	0.684246636	NA
Ppp1r12b	0.461012967	0.027628244	0.526721843	0.052453195	0.958167589	NA
Ppp1r13b	39.84472121	0.309197344	0.362661924	0.852577354	0.393893725	NA
Ppp1r13l	0.747279885	-0.878004295	0.608102777	-1.443841944	0.14878344	NA
Ppp1r14a	0	NA	NA	NA	NA	NA
Ppp1r14b	27.50218888	0.270488982	0.358518385	0.75446335	0.450571044	NA
Ppp1r14c	0	NA	NA	NA	NA	NA
Ppp1r14d	0	NA	NA	NA	NA	NA
Ppp1r15a	0.914807975	-0.59985856	0.616157404	-0.973547598	0.330281216	NA
Ppp1r15b	10.02788392	0.244469151	0.513224353	0.476339732	0.633832363	NA
Ppp1r16a	38.87635365	0.560668783	0.387475981	1.446976873	0.147903401	NA
Ppp1r16b	23.44555419	0.506576904	0.376059686	1.347065168	0.177959245	NA
Ppp1r1a	0	NA	NA	NA	NA	NA
Ppp1r1b	0	NA	NA	NA	NA	NA
Ppp1r1c	0	NA	NA	NA	NA	NA
Ppp1r2	49.5271234	0.224439612	0.294840021	0.761225058	0.446522654	NA
Ppp1r3a	0	NA	NA	NA	NA	NA
Ppp1r3b	0	NA	NA	NA	NA	NA
Ppp1r3c	0.439359663	-0.420553165	0.474036067	-0.887175457	0.374984444	NA
Ppp1r3d	0	NA	NA	NA	NA	NA
Ppp1r3e	0	NA	NA	NA	NA	NA
Ppp1r3f	1.231528668	-0.094953605	0.672182097	-0.141261729	0.887663182	NA
Ppp1r3g	0	NA	NA	NA	NA	NA
Ppp1r7	34.08319444	0.185952648	0.348029504	0.534301392	0.593133029	NA
Ppp1r8	15.98521032	-0.239812977	0.427249733	-0.561294621	0.574596708	NA
Ppp1r9a	0	NA	NA	NA	NA	NA
Ppp1r9b	1.942756633	-0.056698127	0.693666778	-0.081736836	0.934855986	NA
Ppp2cb	0.741008784	0.277588718	0.587347093	0.472614441	0.636488278	NA
Ppp2r1b	27.1887109	-0.324716212	0.367644225	-0.883234906	0.377109366	NA
Ppp2r2a	33.73401655	-0.393552078	0.342010577	-1.150701481	0.249855067	NA
Ppp2r2b	0	NA	NA	NA	NA	NA
Ppp2r2c	0	NA	NA	NA	NA	NA
Ppp2r2d	37.30674095	0.00216424	0.343434637	0.006301753	0.994971962	NA
Ppp2r3a	0.367745085	-0.361254473	0.447203752	-0.807807338	0.4192015	NA
Ppp2r3c	12.45608741	-0.127379684	0.505938678	-0.251769018	0.801219606	NA
Ppp2r3d	0	NA	NA	NA	NA	NA
Ppp2r5a	35.84252724	0.236497203	0.343034403	0.68942707	0.490554553	NA
Ppp2r5b	8.656672514	-0.228741201	0.601630352	-0.38020223	0.703795304	NA
Ppp2r5d	12.11545415	0.386131603	0.515810879	0.748591429	0.4541035	NA
Ppp2r5e	9.910811961	-0.326704234	0.55517831	-0.588467215	0.556218734	NA
Ppp3cb	27.87645968	0.696734508	0.365177238	1.907935206	0.056399591	NA
Ppp3cc	4.760001171	0.664379413	0.636688804	1.043491591	0.296720673	NA
Ppp3r1	6.879478906	-0.358898721	0.616897001	-0.581780622	0.560714458	NA
Ppp3r2	0	NA	NA	NA	NA	NA
Ppp4r1	25.67070981	-0.180228442	0.38097853	-0.473067187	0.636165246	NA
Ppp4r1l	0.824136373	0.347141647	0.599830342	0.578733055	0.562769308	NA
Ppp4r2	44.62990748	-0.486991632	0.314961746	-1.54619295	0.122057976	NA
Ppp4r4	0.559991636	0.531697198	0.509995385	1.04255296	0.297155385	NA
Ppp5c	44.87682747	-0.139163246	0.30463181	-0.456824409	0.64779726	NA
Ppp6c	13.89194975	-0.169140432	0.516249512	-0.327633107	0.743189087	NA
Pppde1	6.12919641	0.339413178	0.609154095	0.557187715	0.577399182	NA
Pppde2	46.16509384	0.680905442	0.318972692	2.13468256	0.032786949	NA
Pprc1	21.71996745	0.222186409	0.426997603	0.5203458	0.60282258	NA
Ppt1	15.86251675	-0.143100851	0.482009643	-0.296883794	0.766555229	NA
Ppt2	0	NA	NA	NA	NA	NA
Pptc7	15.03645467	0.174490827	0.440091565	0.39648755	0.69174539	NA
Ppwd1	2.753361193	-0.039808023	0.682830978	-0.058298501	0.953510861	NA
Ppy	0	NA	NA	NA	NA	NA
Ppyr1	0	NA	NA	NA	NA	NA
Pqlc1	46.81761638	0.204571699	0.292280858	0.699914801	0.483980513	NA
Pqlc2	25.79375083	-0.415731597	0.496889142	-0.836668709	0.402778813	NA
Pqlc3	48.63520835	0.284040969	0.285955436	0.993305015	0.320561334	NA
Praf2	26.30261534	0.127192846	0.448382379	0.283670484	0.776662916	NA
Pram1	1.4108614	0.514973005	0.692214299	0.743950257	0.456906569	NA
Prame	0	NA	NA	NA	NA	NA
Pramef12	0	NA	NA	NA	NA	NA
Pramef17	0	NA	NA	NA	NA	NA
Pramef6	0	NA	NA	NA	NA	NA
Pramef8	6.472568329	-0.840235189	0.641497147	-1.30980347	0.190262329	NA
Pramel	0	NA	NA	NA	NA	NA
Pramel1	0	NA	NA	NA	NA	NA
Pramel3	0	NA	NA	NA	NA	NA
Pramel4	0	NA	NA	NA	NA	NA
Pramel5	0	NA	NA	NA	NA	NA
Pramel6	0	NA	NA	NA	NA	NA
Pramel7	0	NA	NA	NA	NA	NA
Prap1	0	NA	NA	NA	NA	NA
Prb1	0	NA	NA	NA	NA	NA
Prc1	8.004746198	0.472480056	0.596513308	0.792069597	0.428320096	NA
Prcc	39.6525672	0.435207473	0.376412363	1.15619867	0.247599904	NA
Prcp	18.51570591	-0.52365331	0.42365968	-1.236023476	0.216449838	NA
Prdm1	1.038619572	0.37118141	0.645375631	0.575140109	0.565196544	NA
Prdm10	0.95409573	0.048246222	0.633238793	0.076189619	0.939268242	NA
Prdm11	0	NA	NA	NA	NA	NA
Prdm12	0	NA	NA	NA	NA	NA
Prdm13	0	NA	NA	NA	NA	NA
Prdm14	0	NA	NA	NA	NA	NA
Prdm15	6.34630627	0.153307284	0.602841071	0.254307962	0.799257649	NA
Prdm16	3.649491332	-0.231288343	0.695491893	-0.332553614	0.739471263	NA
Prdm2	10.42382534	-0.112214407	0.501331498	-0.223832748	0.822887447	NA
Prdm4	19.76589867	0.31932171	0.418065335	0.76380815	0.44498158	NA
Prdm5	0.439359663	-0.420553165	0.474036067	-0.887175457	0.374984444	NA
Prdm6	0	NA	NA	NA	NA	NA
Prdm8	0	NA	NA	NA	NA	NA
Prdm9	0.997437823	-0.597209571	0.593272267	-1.006636589	0.314109445	NA
Prdx3	20.4533212	-0.1643589	0.433878483	-0.378813209	0.704826578	NA
Prdx6-rs1	0	NA	NA	NA	NA	NA
Prdxdd1	4.961167991	-0.265369662	0.617832166	-0.429517395	0.667546738	NA
Prelid2	0	NA	NA	NA	NA	NA
Prelp	0	NA	NA	NA	NA	NA
Prep	52.52698218	-0.08347149	0.343141655	-0.243256651	0.807806584	NA
Prepl	2.969431813	0.774267553	0.695789772	1.112789499	0.265798846	NA
Prex1	14.6207418	0.314794018	0.472856938	0.665727818	0.50558509	NA
Prex2	3.07071545	0.832856424	0.672060777	1.239257597	0.215250117	NA
Prf1	1.032642786	-0.49649624	0.626340275	-0.792694099	0.427956069	NA
Prg2	1.545094035	0.879960733	0.676711862	1.300347729	0.193481817	NA
Prg3	0.955770749	0.013511332	0.63549165	0.021261226	0.983037274	NA
Prg4	1.608341319	1.298987902	0.656390719	1.978985783	0.047817607	NA
Prh1	0	NA	NA	NA	NA	NA
Prhoxnb	0	NA	NA	NA	NA	NA
Prickle1	0	NA	NA	NA	NA	NA
Prickle2	0.279995818	0.298928362	0.408095699	0.732495743	0.46386604	NA
Prickle3	7.184535855	-0.296208257	0.638943848	-0.463590436	0.642941208	NA
Prickle4	0	NA	NA	NA	NA	NA
Prima1	0	NA	NA	NA	NA	NA
Prkaa1	11.45314023	-0.267592794	0.531302398	-0.503654407	0.614504252	NA
Prkaa2	0	NA	NA	NA	NA	NA
Prkab1	38.88573604	0.059227135	0.411652308	0.143876601	0.885597913	NA
Prkab2	6.447864716	-0.636367286	0.684951137	-0.929069609	0.352853013	NA
Prkaca	21.23965448	-0.155989295	0.444002003	-0.351325655	0.72534405	NA
Prkacb	22.92398102	-0.49784009	0.390180861	-1.275921349	0.201983323	NA
Prkag1	13.74399651	-0.176731937	0.506337565	-0.349039749	0.727059468	NA
Prkag2	3.910465386	0.085096493	0.678550939	0.125409144	0.900199649	NA
Prkag3	0	NA	NA	NA	NA	NA
Prkar1b	0	NA	NA	NA	NA	NA
Prkar2a	32.05870454	0.590274422	0.347843995	1.696951595	0.089705812	NA
Prkar2b	0.822500608	0.824412176	0.588862523	1.400007886	0.161510957	NA
Prkca	4.765226737	0.696982981	0.643645539	1.082867726	0.278867139	NA
Prkcc	2.680272097	0.261420799	0.693010654	0.377224791	0.706006558	NA
Prkcd	22.84533767	-0.39245005	0.39326367	-0.997931107	0.318312767	NA
Prkcdbp	0.101335226	0.118282433	0.270538737	0.437210708	0.661958545	NA
Prkce	3.928467903	-0.307194427	0.67817728	-0.452970686	0.65056985	NA
Prkch	1.026488434	-0.960138293	0.619399004	-1.550112748	0.121114457	NA
Prkci	0.630688189	0.463430546	0.573285453	0.808376602	0.418873817	NA
Prkcq	0.122581695	-0.134870144	0.29266253	-0.460838441	0.64491452	NA
Prkcsh	51.9542236	-0.047528376	0.301856098	-0.157453755	0.874887251	NA
Prkcz	2.112348395	-0.411968586	0.694213249	-0.59343233	0.552891858	NA
Prkd1	0	NA	NA	NA	NA	NA
Prkd3	38.09578579	0.29028378	0.333576466	0.870216607	0.384182042	NA
Prkdc	13.58564747	-0.201509321	0.500944651	-0.402258654	0.68749368	NA
Prkg1	0	NA	NA	NA	NA	NA
Prkg2	0	NA	NA	NA	NA	NA
Prkra	1.22106727	-0.822104654	0.662708345	-1.240522563	0.214782174	NA
Prkrip1	27.1877657	-0.500793152	0.435747597	-1.149273468	0.250443235	NA
Prkrir	15.21902935	0.246596094	0.44165383	0.558347007	0.576607452	NA
Prkx	1.396817033	-0.039134202	0.640438637	-0.06110531	0.95127534	NA
Prl	0	NA	NA	NA	NA	NA
Prl2a1	0	NA	NA	NA	NA	NA
Prl2b1	0	NA	NA	NA	NA	NA
Prl2c1	0	NA	NA	NA	NA	NA
Prl2c2	0	NA	NA	NA	NA	NA
Prl2c3	0	NA	NA	NA	NA	NA
Prl2c5	0	NA	NA	NA	NA	NA
Prl3a1	0	NA	NA	NA	NA	NA
Prl3b1	0	NA	NA	NA	NA	NA
Prl3c1	0	NA	NA	NA	NA	NA
Prl3d1	0	NA	NA	NA	NA	NA
Prl3d2	0	NA	NA	NA	NA	NA
Prl3d3	0	NA	NA	NA	NA	NA
Prl4a1	0	NA	NA	NA	NA	NA
Prl5a1	0	NA	NA	NA	NA	NA
Prl6a1	0	NA	NA	NA	NA	NA
Prl7a1	0	NA	NA	NA	NA	NA
Prl7a2	0	NA	NA	NA	NA	NA
Prl7b1	0	NA	NA	NA	NA	NA
Prl7c1	0	NA	NA	NA	NA	NA
Prl7d1	0	NA	NA	NA	NA	NA
Prl8a1	0	NA	NA	NA	NA	NA
Prl8a2	0	NA	NA	NA	NA	NA
Prl8a6	0	NA	NA	NA	NA	NA
Prl8a8	0	NA	NA	NA	NA	NA
